"Inst Time","Flow (gpm)"
08/12/2017 06:30 PM,774.507568359375
08/12/2017 06:45 PM,783.033508300781
08/12/2017 07:00 PM,783.033508300781
08/12/2017 07:15 PM,796.336120605469
08/12/2017 07:30 PM,796.336120605469
08/12/2017 07:45 PM,761.963012695313
08/12/2017 08:00 PM,761.963012695313
08/12/2017 08:15 PM,799.85009765625
08/12/2017 08:30 PM,811.662414550781
08/12/2017 08:45 PM,811.662414550781
08/12/2017 09:00 PM,811.662414550781
08/12/2017 09:15 PM,789.933227539063
08/12/2017 09:30 PM,789.933227539063
08/12/2017 09:45 PM,771.588317871094
08/12/2017 10:00 PM,769.175415039063
08/12/2017 10:15 PM,750.429992675781
08/12/2017 10:30 PM,731.709045410156
08/12/2017 10:45 PM,727.851135253906
08/12/2017 11:00 PM,726.762084960938
08/12/2017 11:15 PM,723.72607421875
08/12/2017 11:30 PM,713.655090332031
08/12/2017 11:45 PM,706.492797851563
08/13/2017 12:00 AM,695.606750488281
08/13/2017 12:15 AM,663.1591796875
08/13/2017 12:30 AM,648.908264160156
08/13/2017 12:45 AM,644.576232910156
08/13/2017 01:00 AM,629.803405761719
08/13/2017 01:15 AM,608.632263183594
08/13/2017 01:30 AM,606.667724609375
08/13/2017 01:45 AM,610.560852050781
08/13/2017 02:00 AM,606.551879882813
08/13/2017 02:15 AM,610.560852050781
08/13/2017 02:30 AM,612.707092285156
08/13/2017 02:45 AM,612.707092285156
08/13/2017 03:00 AM,612.707092285156
08/13/2017 03:15 AM,612.707092285156
08/13/2017 03:30 AM,592.768188476563
08/13/2017 03:45 AM,587.193786621094
08/13/2017 04:00 AM,587.193786621094
08/13/2017 04:15 AM,601.769470214844
08/13/2017 04:30 AM,601.769470214844
08/13/2017 04:45 AM,601.884094238281
08/13/2017 05:00 AM,602.76416015625
08/13/2017 05:15 AM,602.76416015625
08/13/2017 05:30 AM,602.76416015625
08/13/2017 05:45 AM,605.865783691406
08/13/2017 06:00 AM,635.624206542969
08/13/2017 06:15 AM,675.4892578125
08/13/2017 06:30 AM,686.527893066406
08/13/2017 06:45 AM,689.205078125
08/13/2017 07:00 AM,691.461303710938
08/13/2017 07:15 AM,723.431457519531
08/13/2017 07:30 AM,744.161010742188
08/13/2017 07:45 AM,746.719360351563
08/13/2017 08:00 AM,774.013122558594
08/13/2017 08:15 AM,810.611022949219
08/13/2017 08:30 AM,824.207092285156
08/13/2017 08:45 AM,847.003601074219
08/13/2017 09:00 AM,900.858581542969
08/13/2017 09:15 AM,901.61083984375
